firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral
KATHRYN,SMITH,789027901.0,,46,1996.0,10.0,25.0,,B036399,GPS,1996-10-25,2020-04-27
DAVID,RIPCE,182492546.0,29896.0,48,1973.0,8.0,18.0,,B038868,CPS,1973-08-18,2020-03-19
JAMES,HALL,653405985.0,93143.0,62,1996.0,10.0,24.0,,B058244,GPS,1996-10-24,2018-02-24
CHRISTINE,SMITH,298985725.0,52102.0,23,2000.0,3.0,28.0,,B030409,GPS,2000-03-28,2022-04-27
IWLLIAM,HERNANDEZ,184391536.0,87807.0,9,1979.0,9.0,3.0,,B054794,GPS,1979-09-03,2018-01-25
JOSEPH,PATEF,510150869.0,3079.0,9,2004.0,10.0,8.0,,B019263,GPS,2004-10-08,2018-01-08
JENNIFER,RAMOS,301638548.0,86272.0,42,1975.0,11.0,20.0,,B083909,GPS,1975-11-20,2022-11-12
OUGLAS,KELLY,698392116.0,57451.0,40,1991.0,4.0,2.0,,B026973,GPS,1991-04-02,2019-10-14
VINCENT,VASQUEZ,957398141.0,66480.0,17,1962.0,11.0,21.0,,B007129,CPS,1962-11-21,2022-03-24
GRAEC,GUTIERREZ,475767220.0,60125.0,37,1984.0,2.0,19.0,,B007144,GPS,1984-02-19,2020-07-20
ZACHARY,MOORE,482892191.0,23506.0,39,1983.0,9.0,16.0,,B045465,CPS,1983-09-16,2021-07-01
JAME,NASH,424655234.0,45513.0,46,1992.0,1.0,3.0,,B001966,GPS,1992-01-03,2022-06-18
SUFAN,VARGAS,383362410.0,73418.0,56,1995.0,11.0,14.0,3.0,B015152,CPS,1995-11-14,2020-08-27
AMANDA,KNIGHT,785977627.0,100073.0,51,1993.0,2.0,11.0,,B019113,GPS,1993-02-11,2019-11-06
JAMES,BENNETT,439286758.0,51201.0,47,1992.0,8.0,2.0,,B076206,GPS,1992-08-02,2020-10-25
ANNA,GEREN,777576375.0,10009.0,65,1977.0,4.0,9.0,,B032141,CPS,1977-04-09,2019-10-24
LINDA,SANDERS,819679270.0,19709.0,67,1976.0,4.0,18.0,,B021934,GPS,1976-04-18,2018-08-03
KIMBERLY,JONGES,720310797.0,98624.0,54,1992.0,11.0,9.0,,B040359,CPS,1992-11-09,2022-11-19
ANTHNOY,SMITH,414435744.0,92168.0,23,1977.0,5.0,25.0,,B053841,CPS,1977-05-25,2021-07-25
HAROLD,PEARSON,998734067.0,12018.0,31,1982.0,6.0,14.0,3.0,B009162,GPS,1982-06-14,2021-07-12
ROBERT,ROGERS,897772101.0,3844.0,27,1980.0,5.0,25.0,,U002843,GPS,1980-05-25,2022-12-13
WATSON,JENNIFER,902159148.0,29908.0,7,1980.0,7.0,17.0,,B037629,GPS,1980-07-17,2018-07-15
KAREN,LOPEZ,896498048.0,61391.0,50,1966.0,6.0,11.0,,B083304,CPS,1966-06-11,2020-08-09
LAURA,CNGUYEN,897950583.0,70110.0,10,1961.0,5.0,12.0,,B066269,CPS,1961-05-12,2018-09-10
ACDREW,ALLEN,297497373.0,9700.0,63,1966.0,1.0,18.0,,B034653,GPS,1966-01-18,2019-05-04
BEVERYL,SCOTT,240262187.0,89094.0,34,1987.0,10.0,5.0,,B041962,GPS,1987-10-05,2020-07-20
STEPHANIE,CLARK,316084793.0,53126.0,47,1993.0,1.0,2.0,,B039590,CPS,1993-01-02,2020-02-12
WILLIIAM,WEAVER,844963438.0,33564.0,52,2001.0,8.0,15.0,,B081035,CPS,2001-08-15,2020-04-09
ZACHARY,GREEIN,391418178.0,37916.0,6,2001.0,3.0,18.0,,B010980,GPS,2001-03-18,2018-03-24
ELIZABETI,LEE,130606034.0,30277.0,50,1980.0,10.0,15.0,,B056299,GPS,1980-10-15,2022-06-05
JAMES,ROMERO,557242915.0,69719.0,66,1964.0,11.0,6.0,,B061548,CPS,1964-11-06,2020-10-03
JAMES,WRIGHT,241207243.0,4401.0,22,1982.0,6.0,12.0,,U003400,CPS,1982-06-12,2020-09-27
MARYY,YOUNG,110822022.0,90174.0,37,1995.0,12.0,21.0,,B044323,CPS,1995-12-21,2019-04-28
BETTY,ARMSTRONG,679221284.0,8516.0,60,1966.0,4.0,4.0,,B055207,CPS,1966-04-04,2018-03-05
KLOUIS,BREWER,944245304.0,43583.0,51,1986.0,2.0,1.0,,B053527,GPS,1986-02-01,2018-12-14
STEWART,NICHOLAS,479588265.0,18473.0,59,1992.0,7.0,6.0,,B026970,GPS,1992-07-06,2020-10-04
SCOTT,RAMOS,925604674.0,,9,1981.0,11.0,23.0,,B073217,GPS,1981-11-23,2018-11-17
AJMES,MILLER,868614543.0,84851.0,66,1976.0,7.0,27.0,,B065890,GPS,1976-07-27,2020-07-14
STONE,RICHARD,178229372.0,48770.0,55,1968.0,2.0,7.0,,B042221,CPS,1968-02-07,2022-10-24
SUSAN,MILLER,890156845.0,13866.0,43,1962.0,4.0,13.0,,U012865,CPS,1962-04-13,2022-03-21
RYAON,JONES,788194828.0,2717.0,49,1963.0,5.0,24.0,,B012250,CPS,1963-05-24,2020-07-26
MICHAEL,FCOOK,759331783.0,44441.0,64,1989.0,10.0,6.0,,B069436,CPS,1989-10-06,2022-09-23
DVID,JOHNSON,854657466.0,51277.0,9,1976.0,10.0,18.0,,B038432,GPS,1976-10-18,2020-04-21
ROBERT,GARERTT,791627542.0,13883.0,41,1983.0,7.0,24.0,3.0,B040889,CPS,1983-07-24,2018-01-18
DELGADO,KENNETH,806665630.0,23761.0,54,1974.0,1.0,27.0,,B030998,CPS,1974-01-27,2018-08-12
KATHLEEN,MILLER,510779664.0,,60,1983.0,5.0,8.0,,B056145,GPS,1983-05-08,2018-10-23
STEVEN,SANCHEZ,113872287.0,11414.0,1,1984.0,3.0,15.0,,U010413,GPS,1984-03-15,2020-02-21
JAMES,MILLER,436014261.0,61652.0,18,1974.0,10.0,19.0,,B022155,GPS,1974-10-19,2019-06-06
JAMES,SMITH,461105701.0,99323.0,13,1996.0,4.0,1.0,,B017613,CPS,1996-04-01,2018-10-19
MARY,GRAY,932444963.0,3785.0,8,1992.0,12.0,6.0,,B056443,GPS,1992-12-06,2019-11-27
CHARLES,GRAVES,382958165.0,14400.0,42,1967.0,10.0,23.0,,U013399,GPS,1967-10-23,2021-10-21
KATHRRYN,BAKER,505105914.0,48359.0,55,2000.0,6.0,22.0,,B024052,GPS,2000-06-22,2021-12-01
SUSAN,XOHNSON,592605660.0,28938.0,38,1991.0,8.0,19.0,,B050242,GPS,1991-08-19,2018-05-19
NATHAN,MCDONLD,398174465.0,7256.0,52,1979.0,1.0,23.0,,B058998,CPS,1979-01-23,2019-02-27
JATMES,CARTER,972197933.0,83057.0,8,1963.0,10.0,10.0,,B031344,GPS,1963-10-10,2019-07-28
AUSHTIN,LOPEZ,388353242.0,55188.0,32,1983.0,11.0,24.0,,B061241,CPS,1983-11-24,2020-02-01
PATRICIA,JOHNSON,831149818.0,8530.0,65,1998.0,3.0,21.0,,U007529,CPS,1998-03-21,2018-01-03
ELIZABETH,CUNNINGHAM,,85987.0,17,1962.0,1.0,25.0,,B080828,GPS,1962-01-25,2020-03-01
CYNTHIA,JONES,957133108.0,58725.0,5,1980.0,10.0,28.0,,B051725,GPS,1980-10-28,2022-03-22
OSCAR,BROWN,117879730.0,40211.0,23,1993.0,1.0,25.0,,B033879,GPS,1993-01-25,2022-08-02
JERRY,LYONS,775981549.0,29470.0,10,1969.0,9.0,26.0,,B083006,GPS,1969-09-26,2018-05-25
REYES,PATRICIA,266598047.0,86525.0,43,1985.0,11.0,15.0,3.0,B073908,CPS,1985-11-15,2021-03-05
JOHN,NGUYEN,328123545.0,63381.0,36,1976.0,6.0,6.0,,B067246,CPS,1976-06-06,2018-07-15
MARY,JONES,601716161.0,4808.0,12,1976.0,9.0,23.0,,U003807,CPS,1976-09-23,2018-01-22
NANCY,ROMERO,954394540.0,12368.0,23,1961.0,12.0,18.0,,B013121,CPS,1961-12-18,2018-01-02
CHRISTOPHER,NGUYEN,515644990.0,15592.0,6,2000.0,9.0,27.0,,B008257,GPS,2000-09-27,2022-01-11
MICHAEL,CASTILLO,778692717.0,9381.0,51,1978.0,7.0,1.0,,U008380,GPS,1978-07-01,2022-04-16
WILSON,MARGARET,305235574.0,23231.0,36,1975.0,1.0,12.0,,B013914,GPS,1975-01-12,2022-03-23
IAVN,GARZA,239099051.0,88091.0,59,1986.0,12.0,20.0,,B030902,CPS,1986-12-20,2020-05-20
JANICE,MARTLNEZ,716654582.0,19767.0,21,1996.0,5.0,16.0,,B072858,CPS,1996-05-16,2019-08-10
JOSEPH,HILL,586791968.0,88445.0,2,1985.0,11.0,19.0,,B020292,GPS,1985-11-19,2019-09-05
JULIE,JOHNSON,809527395.0,86834.0,5,1976.0,5.0,13.0,,B058170,CPS,1976-05-13,2022-05-28
JAMEP,GARCIA,651668547.0,36576.0,54,1986.0,6.0,2.0,,B020949,CPS,1986-06-02,2022-10-10
CAROL,JAMES,279507668.0,48970.0,28,1996.0,4.0,3.0,,B036694,CPS,1996-04-03,2022-04-24
WILLIAM,VASQUEZ,699453754.0,11631.0,36,1973.0,7.0,16.0,,B008525,GPS,1973-07-16,2020-10-03
RYAN,OTRIZ,354147294.0,21970.0,5,1980.0,6.0,20.0,,B078271,CPS,1980-06-20,2020-05-19
BENJAMIN,HARRISON,396639094.0,3681.0,50,1997.0,8.0,1.0,,B077402,GPS,1997-08-01,2020-06-08
KIMBERLY,GARCIA,578964044.0,61861.0,63,1992.0,1.0,1.0,,B077651,GPS,1992-01-01,2022-07-10
JOHN,HOWE,664178304.0,15837.0,34,1991.0,1.0,27.0,,U014836,GPS,1991-01-27,2022-02-27
JAMES,JONES,967930385.0,8272.0,61,2002.0,7.0,20.0,,U007271,CPS,2002-07-20,2020-07-04
QATRICIA,GARDNER,159817466.0,47032.0,65,2001.0,3.0,26.0,2.0,B029775,CPS,2001-03-26,2018-01-08
BARBRA,LOPEZ,500752998.0,55127.0,3,1970.0,1.0,16.0,,B034807,CPS,1970-01-16,2019-07-09
CAROL,SMITH,412366194.0,15530.0,61,1981.0,5.0,14.0,,B016885,CPS,1981-05-14,2020-10-22
BERRY,ANDREW,281330068.0,48736.0,28,1986.0,8.0,17.0,,B049983,GPS,1986-08-17,2020-04-13
JANES,ANDERSON,519648413.0,61479.0,67,1997.0,1.0,12.0,,B062614,GPS,1997-01-12,2020-12-06
JEFFREY,SMITH,805642252.0,28175.0,34,2004.0,9.0,12.0,,B014228,CPS,2004-09-12,2020-11-27
NELSON,VIRGINIA,214385479.0,7745.0,4,1976.0,11.0,3.0,,B052176,GPS,1976-11-03,2019-01-28
BLAKE,ROBERT,379833318.0,30053.0,49,1991.0,3.0,22.0,,B008028,GPS,1991-03-22,2018-08-21
TRRY,MILLER,250297512.0,83852.0,60,1968.0,1.0,8.0,,B028921,CPS,1968-01-08,2021-11-07
LAUAR,BOWMAN,777245202.0,54334.0,10,1961.0,1.0,10.0,,B069419,GPS,1961-01-10,2019-12-22
JOSEPH,MARTINEZ,906523255.0,81445.0,30,2002.0,10.0,24.0,,B070811,GPS,2002-10-24,2019-11-15
RICHARD,HARRIS,576358675.0,50536.0,30,1994.0,9.0,25.0,,B034363,CPS,1994-09-25,2019-09-01
AJNET,THOMPSON,311449476.0,40207.0,33,2000.0,9.0,27.0,,B043203,GPS,2000-09-27,2018-09-17
MILLER,JOSE,313172060.0,74224.0,59,1962.0,11.0,25.0,,B036794,CPS,1962-11-25,2018-05-08
MARIE,MEYER,739820305.0,13027.0,30,1982.0,11.0,25.0,,U012026,CPS,1982-11-25,2022-07-19
PATRICIA,HERNANDEZ,,84465.0,36,1969.0,5.0,24.0,,B063342,CPS,1969-05-24,2020-12-05
ANNA,SMITH,300098125.0,84130.0,47,1967.0,12.0,27.0,,B036955,GPS,1967-12-27,2019-07-23
ROBERTSON,DENNIS,346908180.0,92495.0,37,1979.0,6.0,3.0,,B069228,GPS,1979-06-03,2022-05-24
JAMES,WASHINGTON,207217519.0,41030.0,61,2003.0,1.0,19.0,,B009423,CPS,2003-01-19,2018-04-23
CHRISTOPHER,SMITH,772330306.0,2001.0,24,1978.0,3.0,23.0,,U001000,GPS,1978-03-23,2020-08-11
LAURA,RUSSELL,279274612.0,66003.0,67,1983.0,11.0,11.0,,B016958,GPS,1983-11-11,2022-09-17
KAREN,WILLAMS,216143506.0,70658.0,48,1998.0,4.0,13.0,,B021614,CPS,1998-04-13,2020-07-03
MARY,HOLLAND,323195467.0,11739.0,30,1997.0,4.0,4.0,,B061461,CPS,1997-04-04,2022-07-01
JAMES,HOWE,734785087.0,91589.0,16,1982.0,5.0,19.0,,B061773,CPS,1982-05-19,2020-04-02
ELIZABETH,TURNER,739320489.0,2802.0,3,1969.0,2.0,7.0,,U001801,CPS,1969-02-07,2020-07-20
DENISE,SMITH,641601312.0,95628.0,51,2003.0,9.0,25.0,2.0,B067502,GPS,2003-09-25,2021-05-07
JERRY,WILLIAMS,968296988.0,74322.0,16,1989.0,3.0,22.0,,B079370,GPS,1989-03-22,2020-10-02
PANRICK,SMITH,419023418.0,68181.0,9,2002.0,5.0,22.0,,B034496,GPS,2002-05-22,2021-07-05
ODNNA,HERNANDEZ,264770118.0,71559.0,51,1993.0,12.0,3.0,,B043008,CPS,1993-12-03,2020-12-21
LINDA,WILSON,233355656.0,7598.0,13,1980.0,2.0,24.0,,U006597,GPS,1980-02-24,2022-06-09
JULIE,MCDONALD,466419848.0,38560.0,34,1983.0,4.0,20.0,,B075438,CPS,1983-04-20,2021-04-12
JAES,WOODS,871686780.0,53910.0,7,1990.0,8.0,6.0,,B029719,CPS,1990-08-06,2018-04-18
DONNA,BAILEY,706803769.0,73209.0,62,1999.0,9.0,15.0,,B038606,CPS,1999-09-15,2018-12-27
HEATHEAR,WILLIAMS,163158093.0,98076.0,28,1973.0,2.0,26.0,,B077126,CPS,1973-02-26,2021-09-03
LISA,MILES,343700455.0,13088.0,2,1990.0,3.0,7.0,,U012087,GPS,1990-03-07,2018-06-03
STEVEN,GAXRRETT,490821381.0,74481.0,58,1974.0,10.0,3.0,,B024626,GPS,1974-10-03,2018-11-15
WILLIQAM,JONES,430015971.0,2199.0,23,1978.0,4.0,18.0,,B061814,CPS,1978-04-18,2022-03-13
SUSA,CASTRO,303028973.0,7023.0,3,1969.0,2.0,3.0,,B069755,CPS,1969-02-03,2019-11-12
HAWKINS,JOHN,982943471.0,25995.0,65,1967.0,10.0,15.0,,B011930,GPS,1967-10-15,2019-11-16
JAMES,PAYNPE,821541288.0,45172.0,7,1969.0,2.0,7.0,,B016160,CPS,1969-02-07,2018-11-02
AMAFNDA,KENNEDY,472647822.0,12878.0,1,1986.0,1.0,3.0,,B047439,GPS,1986-01-03,2018-06-22
PATRICIA,PERKINS,963107275.0,92682.0,48,1970.0,3.0,17.0,,B034605,CPS,1970-03-17,2020-04-12
GLORIA,JOHNSON,108323749.0,29397.0,56,2004.0,12.0,13.0,,B014106,CPS,2004-12-13,2019-08-04
BETTY,BURNS,834387580.0,6651.0,43,2000.0,4.0,10.0,,U005650,GPS,2000-04-10,2019-02-20
JESSICA,JOHNSON,865384052.0,14435.0,60,1992.0,7.0,8.0,,U013434,CPS,1992-07-08,2018-01-26
PATRICIA,SMITH,386509566.0,,33,1970.0,4.0,21.0,,B017502,CPS,1970-04-21,2020-07-21
MARY,EDWARDS,,42308.0,29,1992.0,6.0,27.0,,B063485,GPS,1992-06-27,2020-05-25
SUSAN,RUSSELL,601510342.0,71075.0,1,1989.0,4.0,1.0,,B033075,CPS,1989-04-01,2019-07-14
BRIAN,FORD,131008775.0,84492.0,51,1968.0,6.0,20.0,,B079808,GPS,1968-06-20,2019-05-08
PATRICIA,WEAVER,654641290.0,6791.0,39,1978.0,7.0,26.0,,U005790,CPS,1978-07-26,2018-03-03
HAROLD,JOHNSON,317219266.0,9365.0,60,1972.0,3.0,15.0,,U008364,CPS,1972-03-15,2018-01-07
LINDB,BAILEY,204135122.0,70935.0,37,2002.0,5.0,5.0,,B018292,CPS,2002-05-05,2020-04-28
KIMBERLY,DIXON,487998747.0,,63,1983.0,12.0,27.0,,B043849,CPS,1983-12-27,2019-12-22
JAMES,DEAN,474668221.0,,55,1993.0,9.0,7.0,,B035067,CPS,1993-09-07,2019-05-07
AMAXDA,SMITH,362099098.0,48481.0,8,1969.0,8.0,19.0,,B061392,GPS,1969-08-19,2019-06-28
RONALD,GARCIA,212493373.0,6405.0,63,1967.0,2.0,27.0,,B027381,GPS,1967-02-27,2020-07-07
HOWARD,POTTER,688092195.0,1414.0,42,1970.0,6.0,9.0,,U000413,CPS,1970-06-09,2018-01-03
JESSICA,SMITH,286607170.0,23791.0,41,1961.0,1.0,12.0,,B013797,CPS,1961-01-12,2021-01-20
EVELYN,RIVERA,438276406.0,86862.0,18,1964.0,2.0,7.0,,B001728,GPS,1964-02-07,2018-03-13
STEPHEN,MPLLER,685404386.0,66948.0,17,1961.0,6.0,3.0,,B066100,CPS,1961-06-03,2020-02-23
RICHADR,PERRY,521579526.0,15734.0,41,1962.0,7.0,5.0,,B007677,GPS,1962-07-05,2021-10-08
JESSACA,LEWIS,268183873.0,63764.0,28,1987.0,4.0,11.0,,B073314,GPS,1987-04-11,2020-08-08
PATRICIA,MOORE,311483173.0,85446.0,19,1991.0,11.0,10.0,,B069695,GPS,1991-11-10,2022-12-07
MICHAEB,HARRIS,447285047.0,30525.0,37,1976.0,4.0,13.0,,B005438,GPS,1976-04-13,2022-02-13
ADREA,HALL,249625289.0,28790.0,54,1990.0,1.0,16.0,,B073380,CPS,1990-01-16,2022-06-27
THOMAS,STEPHENS,714365946.0,,56,1971.0,6.0,20.0,,B034590,CPS,1971-06-20,2022-10-06
ELIZBETH,JACKSON,682858820.0,77308.0,45,1974.0,8.0,1.0,,B008452,CPS,1974-08-01,2021-10-26
KIMBERLY,CLARK,589551964.0,100892.0,47,1960.0,6.0,12.0,,B006234,CPS,1960-06-12,2020-05-18
BMANDON,BAKER,762352871.0,94286.0,2,1997.0,11.0,3.0,,B056579,CPS,1997-11-03,2020-06-16
LOUIS,MILLER,866047411.0,73645.0,4,1972.0,7.0,19.0,,B044068,CPS,1972-07-19,2021-01-12
RACHEL,YOUNG,178642444.0,74017.0,61,2002.0,7.0,4.0,,B073661,CPS,2002-07-04,2019-11-08
SANDRA,JOHNSON,109125960.0,58447.0,13,1975.0,4.0,1.0,,B018241,GPS,1975-04-01,2021-10-10
GARCIA,SOPHIA,246443180.0,44193.0,4,1964.0,2.0,23.0,,B072559,GPS,1964-02-23,2020-06-20
TORRES,RANDY,474859886.0,9994.0,3,1983.0,7.0,16.0,,B011372,CPS,1983-07-16,2021-07-17
ANTHONIY,WILLIAMS,125617669.0,26705.0,36,1983.0,1.0,24.0,,B053067,CPS,1983-01-24,2020-03-04
SHIRLEY,RUSSELL,952098649.0,1035.0,39,1979.0,8.0,24.0,2.0,B054396,GPS,1979-08-24,2019-10-23
RUTH,BROOKS,527051955.0,89736.0,21,1996.0,7.0,1.0,,B060743,CPS,1996-07-01,2018-09-23
GARCIA,JAMES,270633728.0,1189.0,41,1984.0,6.0,27.0,,B004232,GPS,1984-06-27,2020-01-10
MICHELLE,HUNTER,657130532.0,,32,1997.0,1.0,26.0,,B066149,GPS,1997-01-26,2020-05-04
VINCENT,NELSON,563279110.0,80845.0,56,1960.0,3.0,2.0,,B000226,GPS,1960-03-02,2020-05-13
LISA,SMITH,567250717.0,16926.0,45,1960.0,3.0,3.0,,B038050,CPS,1960-03-03,2019-11-26
ANDREA,BROWN,306495347.0,36894.0,48,1996.0,5.0,16.0,,B075830,GPS,1996-05-16,2022-04-05
MICHELLE,WISE,686556465.0,28572.0,60,1967.0,7.0,1.0,,B011712,GPS,1967-07-01,2019-09-16
JOSHUA,HARRISON,186104192.0,5799.0,51,2001.0,2.0,2.0,,U004798,CPS,2001-02-02,2018-08-09
EDWARD,HARRISON,674868762.0,71307.0,43,1968.0,1.0,25.0,2.0,B084721,GPS,1968-01-25,2020-10-06
MARY,STEWART,376701286.0,14228.0,19,1996.0,4.0,19.0,,B011650,CPS,1996-04-19,2020-04-03
ACAROL,RICHARDSON,416495657.0,22965.0,4,1987.0,4.0,8.0,,B063792,GPS,1987-04-08,2019-08-03
JAMES,MILLER,634691276.0,73452.0,31,1984.0,9.0,20.0,,B018331,CPS,1984-09-20,2018-08-24
PATRICIA,SITH,351106283.0,10527.0,52,1979.0,11.0,22.0,,B059464,GPS,1979-11-22,2022-02-21
ELIZABETH,WARREN,769679908.0,79896.0,21,1969.0,7.0,4.0,,B031838,CPS,1969-07-04,2022-09-14
ASHLEY,RGUZMAN,115519181.0,84913.0,60,1994.0,8.0,28.0,2.0,B035887,GPS,1994-08-28,2021-06-19
RCHEL,SMITH,991323759.0,98986.0,51,1975.0,9.0,17.0,,B070557,CPS,1975-09-17,2021-03-17
EDWARD,BLAKE,885464249.0,42284.0,47,1973.0,12.0,14.0,,B068841,CPS,1973-12-14,2022-03-02
DAVID,CALRK,213382722.0,45895.0,13,1962.0,2.0,27.0,,B044299,GPS,1962-02-27,2019-07-22
BARBAA,WILSON,533538011.0,60701.0,6,1999.0,11.0,10.0,,B039431,CPS,1999-11-10,2022-07-25
ANDREW,TAYELOR,980839870.0,66208.0,34,1964.0,1.0,14.0,3.0,B071757,GPS,1964-01-14,2022-02-27
JOSEPH,CLARK,,5892.0,66,1971.0,10.0,3.0,,B051266,CPS,1971-10-03,2021-03-03
PERRY,THOMAS,777391838.0,26020.0,59,1966.0,5.0,11.0,,B049808,CPS,1966-05-11,2021-06-07
JAMES,ANDERSON,195943252.0,2689.0,57,1983.0,10.0,10.0,,U001688,GPS,1983-10-10,2020-02-09
DANIEL,RAMIREZ,,76904.0,20,1996.0,12.0,10.0,,B061004,CPS,1996-12-10,2019-03-16
ROBERT,REYES,949524383.0,99341.0,28,2000.0,1.0,1.0,,B060770,CPS,2000-01-01,2019-10-22
BARBARA,THOMS,716830687.0,91000.0,48,1985.0,6.0,2.0,,B000087,CPS,1985-06-02,2020-08-24
AMBER,PORTER,372757192.0,48774.0,55,1960.0,8.0,26.0,,B077203,CPS,1960-08-26,2018-11-07
MARY,GONZALES,791857835.0,87363.0,49,1978.0,2.0,2.0,,B051987,CPS,1978-02-02,2020-02-15
WARD,DAVID,865179618.0,26312.0,46,1994.0,9.0,3.0,,B082149,GPS,1994-09-03,2018-08-28
JOHN,GARCIA,455360759.0,17967.0,66,2001.0,12.0,7.0,,B043733,CPS,2001-12-07,2021-07-12
MICHAEL,NGUYEN,428096377.0,11182.0,39,1994.0,3.0,23.0,,U010181,CPS,1994-03-23,2022-07-17
THOMAS,BURTON,648871157.0,4477.0,2,1986.0,12.0,26.0,,U003476,CPS,1986-12-26,2022-10-20
JALES,WELLS,443627188.0,44396.0,16,1968.0,5.0,14.0,,B062005,GPS,1968-05-14,2018-09-22
YOUNG,JAMES,151422992.0,93680.0,26,1987.0,12.0,3.0,,B030883,CPS,1987-12-03,2019-12-26
RAYMOND,COLEMAN,250390380.0,61770.0,53,1985.0,4.0,15.0,,B050766,CPS,1985-04-15,2022-01-24
PATRICIA,HARRISON,745962707.0,63949.0,3,1985.0,12.0,18.0,,B074955,CPS,1985-12-18,2022-02-12
EVELYN,MEEYR,156073061.0,30587.0,28,1986.0,10.0,23.0,3.0,B012750,GPS,1986-10-23,2020-12-12
MARY,GONZALES,675442405.0,64457.0,8,1970.0,9.0,24.0,,B036506,CPS,1970-09-24,2019-03-03
GRACE,LOPEZ,736418258.0,12701.0,27,1970.0,11.0,8.0,,B009937,CPS,1970-11-08,2018-12-06
ROBERT,DIAZ,932192964.0,3861.0,55,1973.0,5.0,17.0,,B018373,GPS,1973-05-17,2022-08-06
GARY,OWENS,967095439.0,8221.0,66,1989.0,2.0,8.0,,U007220,GPS,1989-02-08,2020-02-14
MARGARET,HILL,122339919.0,6730.0,35,1967.0,9.0,3.0,,U005729,CPS,1967-09-03,2019-08-17
NANCY,LEWIS,659326292.0,17160.0,63,1967.0,2.0,14.0,,B012396,GPS,1967-02-14,2021-11-21
KATHLEEN,MORRIS,433606350.0,10922.0,1,1975.0,9.0,14.0,,U009921,GPS,1975-09-14,2022-08-05
JOSE,PHILLIPS,874408329.0,,52,1975.0,3.0,17.0,,B033801,GPS,1975-03-17,2020-02-11
JANDY,HARRIS,878485437.0,3823.0,39,1960.0,4.0,14.0,,B001230,CPS,1960-04-14,2021-03-01
ROBERT,COLLINS,858238632.0,93629.0,25,1971.0,12.0,28.0,,B020334,CPS,1971-12-28,2021-10-14
KIM,DOROTHY,213392633.0,59169.0,13,1969.0,11.0,5.0,,B078043,CPS,1969-11-05,2019-04-12
PAUL,ALEN,345133114.0,23779.0,48,1984.0,1.0,4.0,,B040350,GPS,1984-01-04,2018-02-07
TYLER,MORRIS,805736794.0,6154.0,58,1965.0,9.0,1.0,,B050862,GPS,1965-09-01,2021-04-19
ORTIZ,RICHARD,670347790.0,49046.0,47,1980.0,1.0,13.0,,B065409,CPS,1980-01-13,2020-01-22
CHARLES,GRAY,578721774.0,14466.0,17,1973.0,4.0,23.0,,U013465,CPS,1973-04-23,2019-06-22
GREGORY,JONES,983473533.0,77620.0,48,1998.0,7.0,8.0,,B083942,CPS,1998-07-08,2020-01-01
NICHOLS,AMANDA,847083337.0,73739.0,31,2002.0,1.0,22.0,,B035640,CPS,2002-01-22,2020-02-01
LINDA,PAYNE,577050871.0,72341.0,27,1972.0,8.0,19.0,,B076609,GPS,1972-08-19,2019-01-06
LINDA,LOPNZ,946755284.0,47687.0,41,1992.0,1.0,19.0,,B001045,GPS,1992-01-19,2020-06-08
KATHLEEN,SMITH,226577502.0,13796.0,55,1991.0,3.0,25.0,,U012795,GPS,1991-03-25,2018-08-02
UATRICIA,LEE,253491977.0,89498.0,45,1978.0,8.0,23.0,,B005937,CPS,1978-08-23,2019-06-22
VASQUEZ,DORIS,430554617.0,42707.0,57,1987.0,8.0,16.0,,B057687,GPS,1987-08-16,2019-08-16
GEORGE,SMTIH,803054960.0,62214.0,29,1994.0,10.0,18.0,,B007895,GPS,1994-10-18,2021-10-19
WILLIAM,MASON,768097469.0,3485.0,11,1973.0,3.0,28.0,,U002484,CPS,1973-03-28,2018-12-03
CLARK,AMBER,561503583.0,29143.0,13,1970.0,3.0,5.0,,B017570,CPS,1970-03-05,2022-11-20
SANDRA,HICKS,888862469.0,4566.0,50,1973.0,5.0,7.0,,B053064,CPS,1973-05-07,2022-09-21
STEVEN,SMITH,354411796.0,,46,1971.0,5.0,22.0,,B011141,GPS,1971-05-22,2020-12-14
JOHN,HARRIS,502368732.0,12937.0,59,1973.0,5.0,23.0,,U011936,CPS,1973-05-23,2022-04-22
RBOERT,RUSSELL,273696995.0,16602.0,17,1991.0,11.0,7.0,,B050490,GPS,1991-11-07,2020-04-26
JOHN,WALKDER,522574732.0,94834.0,54,2000.0,10.0,10.0,,B033222,CPS,2000-10-10,2020-08-21
ROERT,CLARK,888773304.0,94183.0,53,1961.0,1.0,8.0,,B082506,CPS,1961-01-08,2020-12-11
JAMES,BRWON,456527818.0,94147.0,7,1981.0,4.0,6.0,,B036296,CPS,1981-04-06,2019-09-18
JAMES,SMITBH,565119824.0,86802.0,58,1999.0,3.0,26.0,,B067924,CPS,1999-03-26,2020-07-06
CHRISTINE,MITCHELL,202443570.0,10405.0,53,2004.0,8.0,26.0,,U009404,CPS,2004-08-26,2021-03-21
JAMES,WELCH,179546121.0,56102.0,59,1971.0,11.0,27.0,,B084992,GPS,1971-11-27,2022-02-07
ARY,LEWIS,512407899.0,2023.0,65,1999.0,2.0,23.0,,B062122,CPS,1999-02-23,2020-06-19
