firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral,true_entity_id,bin1,bin2
CHRISTINA,THOMAS,613521417.0,1207.0,9,1968.0,5.0,1.0,3.0,A000206,CPS,1968-05-01,2018-09-16,206,0,1
MARK,SANDERS,790740558.0,1208.0,52,2000.0,3.0,20.0,,A000207,GPS,2000-03-20,2020-11-03,207,1,0
DAVID,WRIGHT,185979765.0,1209.0,31,1963.0,11.0,17.0,,A000208,GPS,1963-11-17,2021-12-15,208,1,1
PATRICIA,LOPEZ,262198183.0,1210.0,58,1963.0,9.0,19.0,,A000209,GPS,1963-09-19,2020-07-06,209,1,1
REBECCA,RICHARDSON,315716852.0,1211.0,66,1963.0,5.0,28.0,,A000210,GPS,1963-05-28,2018-04-20,210,0,1
MARIA,DAVIS,892391720.0,1212.0,36,2000.0,10.0,9.0,,A000211,GPS,2000-10-09,2019-02-16,211,1,1
CHARLOTTE,SMITH,905833200.0,1213.0,16,1969.0,3.0,18.0,,A000212,CPS,1969-03-18,2018-04-01,212,1,0
MICHAEL,CAMPBELL,642200550.0,1214.0,15,1961.0,3.0,28.0,,A000213,GPS,1961-03-28,2019-12-17,213,1,0
RANDY,SOTO,900590812.0,1215.0,49,1972.0,12.0,13.0,,A000214,GPS,1972-12-13,2019-07-04,214,0,0
SUSAN,RODRIGUEZ,954310218.0,1216.0,31,1992.0,4.0,1.0,3.0,A000215,CPS,1992-04-01,2020-04-19,215,1,0
JAMES,RUIZ,772415839.0,1217.0,20,1989.0,11.0,3.0,,A000216,CPS,1989-11-03,2022-05-20,216,1,1
ROBERT,JACKSON,404293116.0,1218.0,54,1997.0,4.0,24.0,,A000217,CPS,1997-04-24,2018-12-21,217,0,1
LINDA,GARCIA,292242205.0,1219.0,23,2004.0,4.0,18.0,,A000218,GPS,2004-04-18,2022-04-02,218,1,0
JAMES,ANDERSON,369175112.0,1220.0,56,1962.0,7.0,16.0,,A000219,GPS,1962-07-16,2018-04-26,219,1,1
MATTHEW,JOHNSON,852042925.0,1221.0,38,1975.0,3.0,6.0,,A000220,GPS,1975-03-06,2019-12-14,220,0,1
JAMES,GUZMAN,166696704.0,1222.0,53,1960.0,4.0,11.0,,A000221,GPS,1960-04-11,2020-09-22,221,0,0
JAMES,JONES,114973546.0,1223.0,46,2002.0,3.0,20.0,,A000222,GPS,2002-03-20,2020-01-03,222,0,0
DOROTHY,SIMMONS,936562089.0,1224.0,18,1988.0,11.0,1.0,,A000223,CPS,1988-11-01,2019-05-18,223,0,1
JAMES,SIMPSON,111429863.0,1225.0,30,2003.0,12.0,21.0,,A000224,GPS,2003-12-21,2020-04-07,224,0,1
ALEXANDER,FERNANDEZ,450620480.0,1226.0,16,1983.0,5.0,9.0,3.0,A000225,CPS,1983-05-09,2021-03-21,225,1,0
JAMES,ARNOLD,283004672.0,1227.0,3,1974.0,11.0,12.0,,A000226,CPS,1974-11-12,2020-02-28,226,1,0
JAMES,BROWN,579518964.0,1228.0,49,1979.0,3.0,22.0,,A000227,GPS,1979-03-22,2018-04-11,227,0,1
KAREN,ALVARADO,366478035.0,1229.0,45,1979.0,10.0,8.0,,A000228,GPS,1979-10-08,2018-01-11,228,1,1
JEREMY,SMITH,250735416.0,1230.0,2,1998.0,3.0,22.0,1.0,A000229,GPS,1998-03-22,2022-12-17,229,0,0
MARY,JOHNSON,567190100.0,1231.0,34,1964.0,8.0,28.0,3.0,A000230,CPS,1964-08-28,2021-07-28,230,1,1
JAMES,ALVAREZ,532696354.0,1232.0,46,1998.0,10.0,23.0,,A000231,CPS,1998-10-23,2021-09-15,231,0,1
JENNIFER,HERNANDEZ,291026435.0,1233.0,7,1992.0,6.0,7.0,,A000232,GPS,1992-06-07,2021-12-23,232,0,1
ROBERT,GARCIA,367867533.0,1234.0,12,1972.0,6.0,21.0,,A000233,GPS,1972-06-21,2019-08-02,233,1,0
ERIC,JOHNSON,711167559.0,1235.0,59,1977.0,2.0,25.0,,A000234,CPS,1977-02-25,2020-08-08,234,0,1
JAMES,CRAWFORD,635883327.0,1236.0,65,1984.0,6.0,12.0,,A000235,CPS,1984-06-12,2022-04-14,235,1,1
KEVIN,PETERSON,417547471.0,1237.0,49,1973.0,7.0,1.0,,A000236,GPS,1973-07-01,2020-12-14,236,0,0
JAMES,ROMERO,140280110.0,1238.0,58,1984.0,10.0,7.0,,A000237,CPS,1984-10-07,2021-12-14,237,1,0
PETER,HARRISON,296463347.0,1239.0,39,1995.0,6.0,5.0,,A000238,CPS,1995-06-05,2018-02-07,238,0,1
BARBARA,ALLEN,126057314.0,1240.0,6,1972.0,8.0,23.0,,A000239,GPS,1972-08-23,2022-11-05,239,0,0
ROBERT,WHITE,458338391.0,1241.0,22,1989.0,9.0,7.0,,A000240,GPS,1989-09-07,2021-12-27,240,1,0
KAREN,TURNER,932592694.0,1242.0,54,2001.0,12.0,11.0,,A000241,CPS,2001-12-11,2018-09-11,241,1,1
ELIZABETH,LEWIS,933317763.0,1243.0,3,2002.0,7.0,6.0,,A000242,GPS,2002-07-06,2018-11-12,242,1,0
RICHARD,MEDINA,936019095.0,1244.0,44,1999.0,5.0,4.0,,A000243,CPS,1999-05-04,2019-01-15,243,1,1
MICHELLE,MARTINEZ,432986910.0,1245.0,43,2001.0,9.0,17.0,,A000244,GPS,2001-09-17,2021-12-16,244,0,1
TIMOTHY,GONZALES,342169346.0,1246.0,53,1993.0,7.0,27.0,,A000245,CPS,1993-07-27,2018-10-03,245,0,1
MARY,MARTINEZ,528768123.0,1247.0,16,1994.0,4.0,13.0,,A000246,CPS,1994-04-13,2021-05-16,246,1,1
MATTHEW,YOUNG,691543910.0,1248.0,40,1983.0,4.0,3.0,2.0,A000247,CPS,1983-04-03,2021-11-09,247,0,1
HAROLD,HOFFMAN,394812131.0,1249.0,14,1994.0,8.0,7.0,,A000248,GPS,1994-08-07,2018-03-17,248,1,0
MELISSA,WASHINGTON,843227283.0,1250.0,50,2002.0,11.0,20.0,,A000249,CPS,2002-11-20,2020-04-05,249,1,1
KEVIN,TURNER,494678113.0,1251.0,54,1978.0,5.0,17.0,,A000250,CPS,1978-05-17,2018-05-08,250,0,0
AMANDA,GARCIA,484171427.0,1252.0,5,1969.0,2.0,20.0,,A000251,GPS,1969-02-20,2021-10-12,251,1,1
JAMES,WEBB,831432198.0,1253.0,1,1991.0,11.0,4.0,,A000252,GPS,1991-11-04,2021-04-27,252,1,1
DANIEL,SANDERS,829110001.0,1254.0,26,1963.0,9.0,9.0,,A000253,GPS,1963-09-09,2020-03-16,253,1,1
OLIVIA,GONZALEZ,507890880.0,1255.0,56,1988.0,3.0,22.0,,A000254,CPS,1988-03-22,2021-06-17,254,0,0
NICOLE,JOHNSON,943705340.0,1256.0,10,1993.0,3.0,20.0,1.0,A000255,GPS,1993-03-20,2022-02-27,255,1,0
RONALD,ANDERSON,370713404.0,1257.0,6,1961.0,7.0,3.0,,A000256,GPS,1961-07-03,2021-06-14,256,1,1
SHARON,PETERSON,595995059.0,1258.0,16,1969.0,12.0,1.0,,A000257,CPS,1969-12-01,2020-04-06,257,0,1
JAMES,FORD,574580392.0,1259.0,53,1995.0,10.0,18.0,,A000258,GPS,1995-10-18,2020-05-23,258,0,1
DONALD,ROSS,732960731.0,1260.0,31,1983.0,4.0,15.0,,A000259,GPS,1983-04-15,2018-12-17,259,0,0
JERRY,MOORE,151907706.0,1261.0,58,1993.0,11.0,5.0,,A000260,GPS,1993-11-05,2022-10-20,260,0,1
HELEN,PORTER,513791946.0,1262.0,37,1988.0,7.0,15.0,,A000261,CPS,1988-07-15,2018-12-16,261,0,1
JACQUELINE,HILL,924680404.0,1263.0,55,1966.0,7.0,19.0,,A000262,GPS,1966-07-19,2018-10-16,262,1,0
MEGAN,DOUGLAS,444528837.0,1264.0,18,2003.0,11.0,6.0,,A000263,GPS,2003-11-06,2021-12-01,263,1,0
JAMES,MILLER,321461270.0,1265.0,14,1962.0,3.0,15.0,,A000264,CPS,1962-03-15,2020-05-02,264,0,0
CYNTHIA,WELLS,198094439.0,1266.0,66,1972.0,1.0,5.0,,A000265,GPS,1972-01-05,2019-01-13,265,0,1
SUSAN,ROGERS,560663637.0,1267.0,39,1980.0,1.0,4.0,,A000266,GPS,1980-01-04,2022-07-15,266,1,0
DAVID,FREEMAN,698990879.0,1268.0,9,1969.0,1.0,25.0,3.0,A000267,GPS,1969-01-25,2021-01-22,267,1,0
JENNIFER,ANDERSON,158936537.0,1269.0,43,1986.0,9.0,14.0,,A000268,CPS,1986-09-14,2020-01-13,268,0,0
ISABELLA,JONES,418606631.0,1270.0,22,1998.0,11.0,12.0,,A000269,CPS,1998-11-12,2021-04-01,269,1,0
MARK,GARCIA,379192226.0,1271.0,16,1963.0,10.0,15.0,,A000270,CPS,1963-10-15,2022-01-09,270,0,0
MELISSA,BROWN,463032557.0,1272.0,18,1990.0,3.0,9.0,,A000271,GPS,1990-03-09,2018-04-18,271,1,1
MARY,ADAMS,123851969.0,1273.0,31,1962.0,7.0,14.0,,A000272,CPS,1962-07-14,2022-11-18,272,1,0
RICHARD,RAMIREZ,427942568.0,1274.0,39,1985.0,6.0,15.0,,A000273,CPS,1985-06-15,2019-06-12,273,1,1
LINDA,ARMSTRONG,967915045.0,1275.0,66,1983.0,8.0,3.0,,A000274,GPS,1983-08-03,2022-04-13,274,0,1
DANIEL,SMITH,169801403.0,1276.0,38,1964.0,8.0,24.0,,A000275,CPS,1964-08-24,2019-02-10,275,0,1
ROBERT,WASHINGTON,812721497.0,1277.0,38,1963.0,11.0,23.0,,A000276,CPS,1963-11-23,2021-03-27,276,1,1
MADISON,EVANS,619379403.0,1278.0,45,1960.0,6.0,5.0,,A000277,CPS,1960-06-05,2022-05-15,277,0,1
NANCY,CRAWFORD,808915014.0,1279.0,35,1976.0,9.0,20.0,,A000278,GPS,1976-09-20,2022-06-27,278,0,0
JANET,SMITH,847905125.0,1280.0,61,2003.0,2.0,27.0,,A000279,GPS,2003-02-27,2022-06-19,279,0,1
RAY,JOHNSON,233067071.0,1281.0,51,2001.0,10.0,11.0,,A000280,CPS,2001-10-11,2022-09-21,280,1,0
ALEXANDER,JONES,257527591.0,1282.0,52,1972.0,12.0,1.0,,A000281,GPS,1972-12-01,2018-05-21,281,0,0
RICHARD,HENDERSON,752820952.0,1283.0,13,1996.0,6.0,5.0,,A000282,GPS,1996-06-05,2020-09-07,282,0,1
ALEXANDER,PARKER,480878590.0,1284.0,6,2000.0,5.0,10.0,,A000283,GPS,2000-05-10,2020-11-02,283,0,0
ANTHONY,COLLINS,644050007.0,1285.0,42,1974.0,6.0,27.0,,A000284,GPS,1974-06-27,2021-12-01,284,0,0
JAMES,BROWN,287243679.0,1286.0,63,2002.0,4.0,10.0,,A000285,CPS,2002-04-10,2021-05-17,285,0,0
JAMES,PERRY,230419336.0,1287.0,15,1973.0,10.0,11.0,,A000286,CPS,1973-10-11,2022-11-12,286,1,1
MICHAEL,ARNOLD,887180811.0,1288.0,65,1996.0,2.0,28.0,,A000287,CPS,1996-02-28,2018-02-04,287,0,1
MARY,GARCIA,282351752.0,1289.0,7,1960.0,12.0,14.0,,A000288,CPS,1960-12-14,2020-03-19,288,0,0
JASON,HARRIS,352549658.0,1290.0,46,1976.0,8.0,24.0,,A000289,CPS,1976-08-24,2022-07-20,289,1,1
PATRICIA,BROWN,589620606.0,1291.0,8,1980.0,11.0,27.0,,A000290,CPS,1980-11-27,2020-01-23,290,0,1
PETER,WRIGHT,364195050.0,1292.0,37,1992.0,4.0,5.0,,A000291,GPS,1992-04-05,2022-01-19,291,0,0
GARY,WATSON,420344536.0,1293.0,53,1981.0,4.0,12.0,,A000292,CPS,1981-04-12,2018-10-12,292,0,1
WILLIAM,NICHOLS,750900502.0,1294.0,51,1962.0,8.0,7.0,,A000293,CPS,1962-08-07,2018-04-22,293,0,0
ADAM,WATKINS,778891597.0,1295.0,3,1963.0,5.0,21.0,,A000294,CPS,1963-05-21,2021-01-06,294,0,0
JENNIFER,FLORES,536478238.0,1296.0,46,1981.0,10.0,6.0,,A000295,GPS,1981-10-06,2020-10-23,295,1,0
JAMES,JOHNSON,186122058.0,1297.0,16,1995.0,2.0,21.0,,A000296,CPS,1995-02-21,2019-11-01,296,1,1
BARBARA,MOORE,697513572.0,1298.0,27,1977.0,12.0,17.0,,A000297,CPS,1977-12-17,2022-04-04,297,1,0
JESSICA,RODRIGUEZ,300495428.0,1299.0,32,1999.0,7.0,2.0,,A000298,GPS,1999-07-02,2020-11-22,298,1,1
WILLIAM,DAVIS,342676877.0,1300.0,9,1982.0,8.0,25.0,,A000299,GPS,1982-08-25,2022-10-09,299,0,0
RICHARD,MARTIN,613596154.0,1301.0,6,1972.0,1.0,18.0,,A000300,GPS,1972-01-18,2019-09-15,300,1,1
MATTHEW,THOMPSON,153669595.0,1302.0,22,2002.0,5.0,20.0,,A000301,GPS,2002-05-20,2018-12-14,301,0,1
JAMES,CRAWFORD,372558362.0,1303.0,50,1994.0,2.0,2.0,,A000302,CPS,1994-02-02,2020-04-21,302,1,1
ASHLEY,WILLIAMS,898589630.0,1304.0,9,1981.0,11.0,11.0,,A000303,GPS,1981-11-11,2022-02-14,303,1,1
MARY,JOHNSON,771380835.0,1305.0,36,1992.0,1.0,19.0,,A000304,CPS,1992-01-19,2021-02-20,304,1,1
JOHN,SMITH,566256960.0,1306.0,12,1985.0,3.0,15.0,,A000305,GPS,1985-03-15,2018-01-27,305,0,1
MARY,WELLS,718310895.0,1307.0,47,2001.0,7.0,28.0,,A000306,CPS,2001-07-28,2019-04-10,306,0,0
MARY,WILSON,242227918.0,1308.0,55,1974.0,12.0,16.0,,A000307,CPS,1974-12-16,2018-08-13,307,1,1
LINDA,MORENO,972648286.0,1309.0,4,1996.0,9.0,2.0,,A000308,GPS,1996-09-02,2018-02-10,308,0,1
RACHEL,MYERS,715577839.0,1310.0,55,1997.0,6.0,10.0,,A000309,CPS,1997-06-10,2022-11-16,309,1,0
JESSICA,JACKSON,352539876.0,1311.0,5,1963.0,3.0,6.0,,A000310,GPS,1963-03-06,2020-04-04,310,0,0
CHERYL,BROOKS,922418394.0,1312.0,25,1990.0,12.0,28.0,,A000311,CPS,1990-12-28,2022-02-11,311,1,0
SARAH,LEE,720483810.0,1313.0,21,1965.0,9.0,6.0,,A000312,CPS,1965-09-06,2019-06-06,312,0,0
EMILY,TORRES,442219509.0,1314.0,57,1979.0,1.0,7.0,,A000313,CPS,1979-01-07,2018-03-21,313,0,1
JAMES,DUNN,378054118.0,1315.0,50,1990.0,3.0,21.0,,A000314,GPS,1990-03-21,2020-12-17,314,0,0
TYLER,JOHNSON,725692838.0,1316.0,1,1975.0,5.0,2.0,,A000315,CPS,1975-05-02,2019-06-15,315,1,0
KATHLEEN,RAMIREZ,789576741.0,1317.0,25,1963.0,5.0,6.0,,A000316,CPS,1963-05-06,2020-05-11,316,1,1
ROBERT,ROGERS,156351632.0,1318.0,27,1965.0,2.0,17.0,,A000317,CPS,1965-02-17,2020-12-28,317,1,0
LARRY,ALLEN,652868201.0,1319.0,2,2003.0,6.0,15.0,,A000318,GPS,2003-06-15,2022-04-09,318,0,0
GEORGE,ADAMS,746518236.0,1320.0,43,1975.0,1.0,1.0,,A000319,CPS,1975-01-01,2022-08-12,319,1,0
ROBERT,DELGADO,152781859.0,1321.0,19,1998.0,1.0,28.0,,A000320,CPS,1998-01-28,2019-07-07,320,1,0
MARY,ROBINSON,518335372.0,1322.0,49,2001.0,6.0,8.0,,A000321,GPS,2001-06-08,2021-08-06,321,0,1
PAUL,MARTINEZ,366568344.0,1323.0,59,1964.0,2.0,15.0,,A000322,GPS,1964-02-15,2021-11-04,322,1,0
JAMES,SMITH,852390842.0,1324.0,41,1963.0,5.0,28.0,,A000323,CPS,1963-05-28,2020-05-20,323,1,1
MICHAEL,RAMOS,311643693.0,1325.0,42,1965.0,6.0,13.0,,A000324,GPS,1965-06-13,2019-01-12,324,1,0
MARTHA,MARTINEZ,712862160.0,1326.0,64,1992.0,7.0,6.0,,A000325,GPS,1992-07-06,2021-05-23,325,1,0
DEBORAH,SMITH,308238549.0,1327.0,59,1978.0,10.0,20.0,,A000326,CPS,1978-10-20,2019-05-28,326,1,1
CHARLES,ELLIOTT,464827521.0,1328.0,12,1991.0,7.0,19.0,,A000327,GPS,1991-07-19,2021-01-13,327,1,1
MICHAEL,SMITH,920809715.0,1329.0,48,2000.0,9.0,16.0,,A000328,GPS,2000-09-16,2020-02-25,328,1,0
RACHEL,RUSSELL,305935753.0,1330.0,66,1960.0,12.0,7.0,,A000329,CPS,1960-12-07,2022-05-14,329,1,0
MARIA,EVANS,219836866.0,1331.0,38,1976.0,8.0,28.0,,A000330,GPS,1976-08-28,2020-11-18,330,0,0
CHRISTOPHER,MARTINEZ,543453578.0,1332.0,56,1986.0,1.0,21.0,,A000331,CPS,1986-01-21,2018-09-18,331,1,1
JAMES,NELSON,261668741.0,1333.0,28,1999.0,10.0,21.0,,A000332,GPS,1999-10-21,2022-01-04,332,1,0
SUSAN,FOX,993999202.0,1334.0,14,2000.0,8.0,10.0,,A000333,CPS,2000-08-10,2022-01-06,333,1,1
HELEN,JOHNSON,197189933.0,1335.0,3,1990.0,9.0,13.0,,A000334,GPS,1990-09-13,2018-05-20,334,0,1
MARY,GONZALES,758983897.0,1336.0,52,1967.0,1.0,17.0,,A000335,CPS,1967-01-17,2021-12-25,335,1,1
JONATHAN,SANDERS,543707612.0,1337.0,36,2000.0,2.0,19.0,,A000336,GPS,2000-02-19,2022-05-18,336,1,1
JIMMY,BAKER,384251522.0,1338.0,49,1993.0,4.0,23.0,,A000337,CPS,1993-04-23,2021-06-01,337,0,1
JOSEPH,SIMMONS,515619570.0,1339.0,15,1965.0,7.0,15.0,,A000338,CPS,1965-07-15,2018-12-12,338,1,1
SARA,MILLER,685998840.0,1340.0,4,1995.0,10.0,12.0,,A000339,CPS,1995-10-12,2019-10-15,339,1,0
SAMANTHA,JAMES,757328593.0,1341.0,60,1971.0,11.0,22.0,,A000340,GPS,1971-11-22,2019-05-03,340,0,0
ELIZABETH,WILLIAMS,759943798.0,1342.0,54,1983.0,7.0,2.0,,A000341,GPS,1983-07-02,2021-09-28,341,0,1
KIMBERLY,JOHNSON,611395482.0,1343.0,6,1983.0,4.0,20.0,,A000342,CPS,1983-04-20,2020-08-11,342,0,1
ROBERT,SIMMONS,176465676.0,1344.0,35,1989.0,10.0,28.0,,A000343,GPS,1989-10-28,2022-01-21,343,1,1
LINDA,RICHARDSON,229038814.0,1345.0,53,1994.0,5.0,27.0,,A000344,GPS,1994-05-27,2021-12-19,344,1,0
OLIVIA,VASQUEZ,560629103.0,1346.0,59,1978.0,12.0,18.0,,A000345,CPS,1978-12-18,2020-05-01,345,1,1
RACHEL,MOORE,108502546.0,1347.0,1,1989.0,4.0,26.0,,A000346,GPS,1989-04-26,2022-07-13,346,1,1
DOUGLAS,SMITH,439414208.0,1348.0,30,1999.0,10.0,11.0,,A000347,GPS,1999-10-11,2019-09-14,347,1,1
AARON,RAMIREZ,617059976.0,1349.0,61,1980.0,12.0,16.0,,A000348,CPS,1980-12-16,2018-02-06,348,0,1
SHARON,HARPER,600640848.0,1350.0,25,1977.0,6.0,3.0,,A000349,CPS,1977-06-03,2021-07-08,349,1,0
ASHLEY,COLLINS,852259691.0,1351.0,8,1986.0,2.0,24.0,,A000350,CPS,1986-02-24,2019-04-04,350,1,0
MARY,SANCHEZ,819470103.0,1352.0,39,1979.0,1.0,7.0,,A000351,GPS,1979-01-07,2022-07-16,351,1,0
SOPHIA,MILLER,857536177.0,1353.0,25,1960.0,11.0,18.0,,A000352,CPS,1960-11-18,2018-10-13,352,1,1
ANTHONY,SMITH,971207488.0,1354.0,62,1990.0,6.0,20.0,,A000353,CPS,1990-06-20,2020-03-02,353,1,0
WILLIAM,MEYER,420950399.0,1355.0,5,1978.0,10.0,5.0,,A000354,CPS,1978-10-05,2021-07-12,354,0,1
KAREN,BROWN,881410704.0,1356.0,1,1982.0,11.0,13.0,,A000355,GPS,1982-11-13,2020-07-07,355,1,1
DANIELLE,HUDSON,527344533.0,1357.0,63,1979.0,9.0,16.0,,A000356,GPS,1979-09-16,2019-11-17,356,1,1
ALEXANDER,SMITH,400811279.0,1358.0,24,2003.0,7.0,15.0,,A000357,CPS,2003-07-15,2020-10-06,357,1,1
ROBERT,BROOKS,270173574.0,1359.0,58,1981.0,8.0,17.0,,A000358,CPS,1981-08-17,2018-08-25,358,0,0
MICHELLE,RODRIGUEZ,491483834.0,1360.0,3,1993.0,8.0,4.0,,A000359,GPS,1993-08-04,2021-02-09,359,0,0
PETER,RODRIGUEZ,528364687.0,1361.0,60,1963.0,5.0,2.0,,A000360,CPS,1963-05-02,2022-07-17,360,0,1
JAMES,WILLIAMS,724597583.0,1362.0,56,1986.0,11.0,3.0,,A000361,CPS,1986-11-03,2020-02-06,361,1,0
SARA,SMITH,279287306.0,1363.0,14,1966.0,8.0,2.0,,A000362,CPS,1966-08-02,2022-03-21,362,0,1
RYAN,DUNN,230818270.0,1364.0,50,1965.0,1.0,16.0,,A000363,CPS,1965-01-16,2022-07-03,363,0,0
VINCENT,WILSON,804642647.0,1365.0,41,1999.0,7.0,6.0,,A000364,GPS,1999-07-06,2019-05-05,364,0,0
ANDREW,PHILLIPS,628491408.0,1366.0,17,1963.0,4.0,28.0,,A000365,CPS,1963-04-28,2022-10-10,365,0,0
MARY,HUNTER,355015385.0,1367.0,41,1989.0,10.0,17.0,,A000366,CPS,1989-10-17,2022-03-23,366,1,0
JAMES,SMITH,546046216.0,1368.0,9,1992.0,9.0,5.0,,A000367,CPS,1992-09-05,2021-06-10,367,1,1
MARGARET,ROGERS,156658797.0,1369.0,13,1988.0,7.0,20.0,,A000368,GPS,1988-07-20,2018-01-09,368,0,1
JAMES,GARRETT,170071605.0,1370.0,63,1975.0,8.0,10.0,,A000369,CPS,1975-08-10,2019-09-26,369,0,0
MELISSA,BROWN,838476176.0,1371.0,27,1990.0,7.0,10.0,1.0,A000370,CPS,1990-07-10,2020-01-18,370,1,1
BRANDON,SOTO,550933962.0,1372.0,40,1987.0,10.0,24.0,,A000371,GPS,1987-10-24,2021-03-23,371,0,1
DEBORAH,MARTINEZ,651144921.0,1373.0,20,2001.0,6.0,23.0,,A000372,GPS,2001-06-23,2019-04-10,372,1,1
RICHARD,WILLIAMS,921507359.0,1374.0,9,2004.0,8.0,2.0,,A000373,GPS,2004-08-02,2019-09-12,373,1,1
KATHERINE,MILLER,735408952.0,1375.0,50,2001.0,6.0,2.0,,A000374,CPS,2001-06-02,2020-10-03,374,0,0
CHRISTOPHER,LOPEZ,955791732.0,1376.0,37,1991.0,4.0,21.0,,A000375,GPS,1991-04-21,2021-02-05,375,0,0
KATHERINE,FERGUSON,689532151.0,1377.0,13,1983.0,7.0,10.0,3.0,A000376,GPS,1983-07-10,2020-09-16,376,0,0
MARY,FLORES,174166487.0,1378.0,41,1986.0,7.0,8.0,,A000377,CPS,1986-07-08,2018-10-14,377,1,1
JENNIFER,SMITH,584816723.0,1379.0,12,1961.0,4.0,17.0,,A000378,GPS,1961-04-17,2022-10-04,378,0,0
MARY,MILLER,717833143.0,1380.0,67,1974.0,6.0,10.0,,A000379,CPS,1974-06-10,2020-02-10,379,1,1
HENRY,BARNES,458509939.0,1381.0,41,1982.0,3.0,25.0,,A000380,GPS,1982-03-25,2020-02-04,380,0,1
WAYNE,WOLFE,109759474.0,1382.0,64,1963.0,4.0,8.0,,A000381,CPS,1963-04-08,2018-06-07,381,0,1
JOSHUA,SANCHEZ,304185011.0,1383.0,10,1998.0,8.0,3.0,,A000382,CPS,1998-08-03,2020-12-27,382,1,1
JOSEPH,MOORE,857862364.0,1384.0,28,1995.0,3.0,23.0,,A000383,CPS,1995-03-23,2018-11-20,383,1,0
BRANDON,MORALES,172462043.0,1385.0,19,1991.0,6.0,14.0,,A000384,GPS,1991-06-14,2022-08-03,384,0,0
AMY,BROWN,224904778.0,1386.0,39,1963.0,10.0,26.0,,A000385,GPS,1963-10-26,2019-04-11,385,0,1
ELIZABETH,DAVIS,802284185.0,1387.0,54,1985.0,12.0,4.0,3.0,A000386,CPS,1985-12-04,2018-04-26,386,1,1
JACQUELINE,TAYLOR,546085259.0,1388.0,67,2001.0,3.0,10.0,,A000387,GPS,2001-03-10,2021-07-27,387,1,0
SUSAN,BROWN,678088783.0,1389.0,12,2000.0,5.0,20.0,,A000388,CPS,2000-05-20,2019-06-18,388,0,0
JAMES,ROGERS,139679690.0,1390.0,28,1991.0,1.0,9.0,,A000389,GPS,1991-01-09,2018-03-24,389,1,1
JENNIFER,WARD,792740932.0,1391.0,52,1995.0,5.0,5.0,,A000390,CPS,1995-05-05,2019-08-07,390,0,0
BARBARA,BURNS,473431039.0,1392.0,64,2002.0,1.0,21.0,,A000391,CPS,2002-01-21,2020-11-14,391,1,0
THOMAS,DOUGLAS,205812094.0,1393.0,10,1986.0,6.0,22.0,,A000392,CPS,1986-06-22,2018-05-23,392,1,1
JOSEPH,ROBINSON,846040318.0,1394.0,56,1961.0,8.0,26.0,,A000393,CPS,1961-08-26,2018-06-19,393,0,0
ANNA,MARTINEZ,135001506.0,1395.0,58,1985.0,8.0,13.0,,A000394,GPS,1985-08-13,2020-10-03,394,0,0
EMMA,BROWN,262662350.0,1396.0,67,1979.0,6.0,23.0,,A000395,GPS,1979-06-23,2020-07-02,395,0,1
HAROLD,CLARK,610157967.0,1397.0,15,1994.0,2.0,17.0,,A000396,CPS,1994-02-17,2019-11-25,396,0,0
DANIEL,GREEN,751889338.0,1398.0,67,1987.0,8.0,1.0,,A000397,GPS,1987-08-01,2020-04-06,397,1,0
ZACHARY,TORRES,970378697.0,1399.0,21,1973.0,4.0,21.0,,A000398,CPS,1973-04-21,2022-01-15,398,0,1
CAROLYN,JONES,587094790.0,1400.0,36,1983.0,4.0,11.0,,A000399,GPS,1983-04-11,2022-07-25,399,0,0
JAMES,HERNANDEZ,884003862.0,1401.0,23,1990.0,10.0,16.0,,A000400,CPS,1990-10-16,2019-02-16,400,0,1
NICHOLAS,BUTLER,904035501.0,1402.0,28,1965.0,11.0,1.0,,A000401,GPS,1965-11-01,2019-10-07,401,1,1
WILLIE,COOK,868026367.0,1403.0,16,1964.0,6.0,21.0,1.0,A000402,CPS,1964-06-21,2018-02-09,402,0,1
JENNIFER,HOWARD,303232093.0,1404.0,26,1975.0,10.0,7.0,,A000403,CPS,1975-10-07,2022-07-24,403,1,1
PATRICIA,BROWN,202962372.0,1405.0,38,1992.0,5.0,8.0,,A000404,GPS,1992-05-08,2020-07-26,404,0,0
MATTHEW,COOK,353494787.0,1406.0,4,1966.0,9.0,11.0,,A000405,GPS,1966-09-11,2020-06-19,405,1,1
JENNIFER,JOHNSON,204054322.0,1407.0,65,1962.0,1.0,20.0,,A000406,CPS,1962-01-20,2020-12-11,406,0,1
DOROTHY,BLAKE,632846528.0,1408.0,67,1980.0,3.0,15.0,,A000407,GPS,1980-03-15,2022-03-15,407,1,1
TIMOTHY,HAYNES,334549362.0,1409.0,47,1976.0,7.0,4.0,,A000408,GPS,1976-07-04,2021-11-20,408,1,1
MARGARET,JOHNSON,663043914.0,1410.0,64,1979.0,8.0,23.0,,A000409,GPS,1979-08-23,2019-11-09,409,1,1
ADAM,THOMPSON,386837945.0,1411.0,60,1990.0,9.0,8.0,,A000410,GPS,1990-09-08,2019-03-26,410,0,1
CHRISTINE,SMITH,540458070.0,1412.0,17,2000.0,12.0,15.0,,A000411,CPS,2000-12-15,2018-04-27,411,0,0
LINDA,JOHNSON,334403058.0,1413.0,55,1994.0,1.0,12.0,,A000412,GPS,1994-01-12,2022-07-17,412,0,0
